exercise_name,muscular_group_name
Holman Quad Touch Jump,quadriceps
Holman Skate,quadriceps
Holman Lunge Jump,quadriceps
Holman Flying Squat Thrust,quadriceps
Holman 90-Degree Jump,quadriceps
Holman Half Jack to 180 Jump,quadriceps
Holman Quick Feet to Quad Touch Jump,quadriceps
Holman Squat Thrust to Push-Up to Super Woman,quadriceps
Holman Plyometric Jump to 180 Jump,quadriceps
Holman Standing Heel Click to Hands Down Heel Click,quadriceps
Holman Burpee to 180 Jump,quadriceps
Holman Traveling Low Jack to Belly Touch,quadriceps
Holman Flying Squat Thrust to Shoulder Tap,quadriceps
Holman Squat Jump to Alternating Side Lunge Jump,quadriceps
Holman Low Squat with Low Diagonal Dumbbell Punch,quadriceps
Holman Right Leg Hop to Right Reverse Lunge,quadriceps
Holman Left Leg Hop to Left Reverse Lunge,quadriceps
Holman Burpee to Open Stance,quadriceps
Holman Diagonal Squat Thrust to Renegade Forward Punch,quadriceps
Holman Bear Crawl,quadriceps
Holman Bear Crawl to Donkey Kick,quadriceps
Holman Bear Crawl to Froggy Push-Up,quadriceps
Holman Bear Crawl to Shoulder Tap,quadriceps
Holman Burpee to Tuck Jump,quadriceps
Holman Burpee to Flying Squat Thrust to Tuck Jump,quadriceps
Holman Forward Lunge to Reverse Lunge,quadriceps
Holman Renegade Lunge Jump,quadriceps
Holman Squat Jump to Lunge Jump,quadriceps
Holman Prisoner Reverse Lunge,quadriceps
Holman Wide-to-Narrow Squat Jump,quadriceps
Holman Donkey Run,quadriceps
Holman Weighted Wide-to-Narrow Squat Jump,quadriceps
Holman Wide-to-Narrow Donkey Kick,quadriceps
Holman Mule Kick,quadriceps
Holman Goal Post to Squat,quadriceps
Holman Frogger Squat to Heel Click,quadriceps
Holman Stair Sprint,quadriceps
Holman Stair Bear Crawl,quadriceps
Holman Burpee to Flying Squat Thrust,quadriceps
Holman Flying Squat Thrust to Push-Up,quadriceps
Holman Foot-Elevated Step-To-Lunge,quadriceps
Holman Split Lunge,quadriceps
Holman Stair Climb,quadriceps
Holman Burpee to Flying Jack,quadriceps
Holman Right Reverse Lunge,quadriceps
Holman Left Reverse Lunge,quadriceps
Holman Squat Tap to Hop,quadriceps
Holman Squat Tap to Jump-Forward-Jump-Back,quadriceps
Holman Squat Hip Drive,quadriceps
Holman Alternating Double Lunge Hop,quadriceps
Holman Right Reverse Lunge to Front Kick,quadriceps
Holman Right Leg Forward Lunge Hop,quadriceps
Holman Right Squat Thrust,quadriceps
Holman Left Reverse Lunge to Front Kick,quadriceps
Holman Left Leg Forward Lunge Hop,quadriceps
Holman Left Side Diagonal Burpee,quadriceps
Holman Left Squat Thrust,quadriceps
Holman Wide Squat Thrust,quadriceps
Holman Alternating Single-Leg Hop to Squat to 180 Jump,quadriceps
Holman Right Lunge Hop to Chest Press,quadriceps
Holman Left Lunge Hop to Overhead Press,quadriceps
Holman 180 Jump Hop Forward Hop Back,quadriceps
Holman Right Split Squat,quadriceps
Holman Left Split Squat,quadriceps
Holman Double Squat Pulse to 180 Jump,quadriceps
Holman Towel Left Side Squat,quadriceps
Holman Alternating Lunge Jump,quadriceps
Holman Lunge Jump to Squat Jump,quadriceps
Holman Burpee with Belly Touch,quadriceps
Bootstrapper squat,quadriceps
Total Fitness Broad Jump,quadriceps
Total Fitness Lateral Lunge,quadriceps
Lateral shuffle,quadriceps
Total Fitness Skip,quadriceps
Total Fitness Spider Lunge,quadriceps
Spider lunge stretch,quadriceps
Spider lunge with T-rotation,quadriceps
Standing quad stretch,quadriceps
Vertical jump,quadriceps
King Maker Burpee,quadriceps
King Maker Explosive High Jump,quadriceps
Muscle Beach Skip,quadriceps
Muscle Beach Broad Jump,quadriceps
Muscle Beach Sprint,quadriceps
Muscle Beach Front Kick,quadriceps
Muscle Beach Side Kick,quadriceps
Muscle Beach Spin Kick,quadriceps
Muscle Beach Freestyle Kick,quadriceps
MetaBurn Alternating Curtsy Lunge To Squat,quadriceps
MetaBurn Alternating Curtsy Lunge With High Knee,quadriceps
MetaBurn Alternating Diagonal Sprawl,quadriceps
MetaBurn Alternating Lateral Sprawl,quadriceps
MetaBurn Curtsy Lunge,quadriceps
MetaBurn Frogger,quadriceps
MetaBurn High Knee Rotation,quadriceps
MetaBurn Side-To-Side Lunge,quadriceps
MetaBurn Star Jump,quadriceps
MetaBurn Tuck Jump With Knee Slap,quadriceps
MetaBurn Lateral Bounding Hop,quadriceps
MetaBurn Double Lunge,quadriceps
Robertson Sprinter Step-Up,quadriceps
FYR2 Front Kick-Through,quadriceps
Lunge high-knee clap,quadriceps
FYR2 Plyo Split Squat,quadriceps
FYR2 Reverse Burpee,quadriceps
FYR2 Reverse Burpee to Regular Burpee,quadriceps
FYR2 Reverse Burpee Tuck Jump,quadriceps
FYR2 Sprawlee,quadriceps
FYR2 Squat Hold,quadriceps
FYR2 Squat Jump,quadriceps
FYR2 Squat Pulse,quadriceps
Sprinter burpee,quadriceps
Shuttle run training,quadriceps
Medicine ball ninja,quadriceps
FYR Air Ball Plus Medicine Ball Jumping Sprawl,quadriceps
Medicine ball cowboy squat,quadriceps
Medicine ball jumping jill,quadriceps
Alternate Leg Diagonal Bound,quadriceps
Sit Squats,quadriceps
Frog Hops,quadriceps
Dumbbell lateral hop to sprint,quadriceps
Smith machine lunge sprint,quadriceps
Sissy squat,quadriceps
Wall ball toss,quadriceps
Bosu Ball Squat,quadriceps
Exercise ball Bulgarian split squat,quadriceps
Internal Rotation with Band,shoulders
Band Pull Apart,shoulders
Back Flyes - With Bands,shoulders
Lateral Raise - With Bands,shoulders
Shoulder Press - With Bands,shoulders
External Rotation with Band,shoulders
FYR Band Pull-Apart,shoulders
HM Lateral Raise,shoulders
Rusin Banded Over-And-Back,shoulders
Rusin Banded Face Pull,shoulders
UP Band Pull-Apart,shoulders
Jordan Shallow Band-Resisted Thread the Needle,shoulders
30 Shoulders Seated Banded Barbell Shoulder Press,shoulders
Band shoulder press,shoulders
Band lateral raise,shoulders
Band upright row,shoulders
Staggered-stance band shoulder press,shoulders
Single-arm banded landmine press,shoulders
Band front raise rear fly row combo,shoulders
Jordan Shallow Foam Roller Thoracic Extension,shoulders
Jordan Shallow Thread the Needle (with Foam Roller),shoulders
Clean and press,shoulders
Clean and jerk,shoulders
Military press,shoulders
Seated barbell shoulder press,shoulders
Snatch-Grip Behind-The-Neck Overhead Press,shoulders
Standing Bradford press,shoulders
Barbell Shoulder Press,shoulders
Barbell rear delt bent-over row,shoulders
Barbell upright row,shoulders
Bradford/Rocky Presses,shoulders
Lying rear delt fly,shoulders
Machine Shoulder (Military) Press,shoulders
Standing Barbell Press Behind Neck,shoulders
Barbell front raise,shoulders
Overhead bar front raise,shoulders
Incline barbell shoulder protraction,shoulders
Behind-the-head push-press,shoulders
Rack Delivery,shoulders
Smith Incline Shoulder Raise,shoulders
Tall Muscle Snatch,shoulders
Axle Clean And Press,shoulders
Jerk Balance,shoulders
Seated EZ-bar shrug,shoulders
Paul Carter Barbell Seated Military Press,shoulders
TBS Barbell Military Press,shoulders
Incline Front Barbell Raise - Gethin Variation,shoulders
Barbell Front Raise - Gethin Variation,shoulders
Single-arm barbell lateral raise,shoulders
AM Upright Row,shoulders
AM Barbell Shoulder Press,shoulders
Standing barbell shoulder press,shoulders
King Maker Barbell Thruster,shoulders
Single-arm incline cable cross-over,shoulders
Barbell bear complex,shoulders
30 Shoulders Barbell Shrug,shoulders
30 Shoulders Incline Face-Up Straight-Bar Front Raise,shoulders
30 Shoulders Seated Dumbbell Shoulder Press,shoulders
30 Shoulders Standing Behind-The-Head Shoulder Press,shoulders
30 Shoulders Standing Barbell Press,shoulders
FYR2 Wide Overhead Press,shoulders
Single-arm kettlebell push-press,shoulders
Two-Arm Kettlebell Military Press,shoulders
Alternating Kettlebell Press,shoulders
Single-arm kettlebell snatch,shoulders
Single-arm kettlebell clean and jerk,shoulders
Kettlebell pirate ship,shoulders
Two-Arm Kettlebell Clean,shoulders
Double Kettlebell Push Press,shoulders
Kettlebell Seated Press,shoulders
Double Kettlebell Jerk,shoulders
Kettlebell Arnold Press,shoulders
Double-kettlebell windmill,shoulders
One-Arm Kettlebell Split Snatch,shoulders
One-Arm Kettlebell Para Press,shoulders
One-Arm Kettlebell Split Jerk,shoulders
One-Arm Kettlebell Military Press To The Side,shoulders
One-Arm Kettlebell Jerk,shoulders
Double Kettlebell Snatch,shoulders
Two-Arm Kettlebell Jerk,shoulders
FYR Kettlebell Power Clean,shoulders
Kettlebell upright row,shoulders
Kettlebell upright row and press,shoulders
Single-arm kettlebell thruster,shoulders
Double-kettlebell shoulder press,shoulders
Double-kettlebell push-press,shoulders
HM Kettlebell Windmill,shoulders
HM Kettlebell Z-Press,shoulders
Taylor Half-Kneeling Kettlebell Halo,shoulders
Taylor Towel Kettlebell Farmer's Walk,shoulders
FYR2 Double-Kettlebell Alternating Press,shoulders
FYR2 Double-Kettlebell Thruster,shoulders
FYR2 Half-Kneeling Kettlebell Clean,shoulders
FYR2 Kettlebell Clean and Press,shoulders
FYR2 Kettlebell High Pull to Overhead Press,shoulders
FYR2 Kettlebell Swing Clean and Press,shoulders
FYR2 Single-Arm Kettlebell Press,shoulders
FYR2 Ascending-Rep High-Pull-Press Complex,shoulders
Dumbbell front raise to lateral raise,shoulders
Single-arm palm-in dumbbell shoulder press,shoulders
Standing palms-in shoulder press,shoulders
Seated Dumbbell Press,shoulders
Standing dumbbell shoulder press,shoulders
Single-arm lateral raise,shoulders
Power Partials,shoulders
Incline dumbbell reverse fly,shoulders
Overhead dumbbell front raise,shoulders
Seated dumbbell shoulder press,shoulders
Alternating standing shoulder press,shoulders
Single-arm incline rear delt raise,shoulders
Alternating dumbbell front raise,shoulders
Alternating Deltoid Raise,shoulders
Single-dumbbell front raise,shoulders
Arnold press,shoulders
Single-arm standing shoulder press,shoulders
Dumbbell front raise,shoulders
Bent-over dumbbell rear delt row,shoulders
Incline dumbbell front raise,shoulders
Side Lateral Raise,shoulders
Dumbbell external shoulder rotation,shoulders
Single-arm incline lateral raise,shoulders
Seated rear delt fly,shoulders
Dumbbell Raise,shoulders
Seated Side Lateral Raise,shoulders
Dumbbell Lying Rear Lateral Raise,shoulders
Head-on-bench dumbbell rear delt raise,shoulders
Cuban press,shoulders
Reverse Flyes With External Rotation,shoulders
Single-arm side lying rear fly,shoulders
Single-arm dumbbell upright row,shoulders
Dumbbell Scaption,shoulders
See-Saw Press (Alternating Side Press),shoulders
Dumbbell Incline Shoulder Raise,shoulders
Single-arm half-kneeling shoulder press,shoulders
Dumbbell Clean And Jerk,shoulders
Dumbbell shoulder press with body rotation,shoulders
Dumbbell Fix Dumbbell Military Press,shoulders
Dumbbell Fix Standing Dumbbell Arnold Press,shoulders
Dumbbell Fix Dumbbell Single-Arm Snatch,shoulders
Paul Carter Rear-Delt Fly,shoulders
FYR Dumbbell Shoulder Press,shoulders
FYR Single-Arm Dumbbell Press,shoulders
FYR Dumbbell Tempo L-Raise,shoulders
Dumbbell seesaw shoulder press,shoulders
FYR Dumbbell front raise to lateral raise,shoulders
FYR Dumbbell Arnold Press,shoulders
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,shoulders
FYR Dumbbell Thruster,shoulders
Dumbbell hang snatch,shoulders
Surfer sprawl,shoulders
Dumbbell clean and press,shoulders
Standing One-Arm Shoulder Press - Gethin Variation,shoulders
Incline Front Dumbbell Raise - Gethin Variation,shoulders
Dumbbell lateral raise,shoulders
Incline Rear-Delt Fly - Gethin Variation,shoulders
Incline Bench Rear Dumbbell Fly - Gethin Variation,shoulders
Dumbbell front raise and press,shoulders
Rotator cuff warm-up,shoulders
Seated Lateral Raise - Gethin Variation,shoulders
Single-arm dumbbell arc row,shoulders
Incline Rear Delt Raises - Gethin Variation,shoulders
Incline Dumbbell Y Raise,shoulders
HM Bent-Over Rear-Delt Fly,shoulders
HM Dumbbell Shoulder Press,shoulders
HM Single-Leg Overhead Dumbbell Press,shoulders
6 Way Shoulder Raise,shoulders
Seated dumbbell lateral raise,shoulders
AM Dumbbell Shoulder Press,shoulders
AM Dumbbell Side Raise,shoulders
AM Front Raise,shoulders
UP Dumbbell Lateral Raise,shoulders
UP Seated Dumbbell Overhead Press,shoulders
AA Incline Bench Dumbbell Reverse Fly,shoulders
CM Forward Shoulder Press,shoulders
Dumbbell Halo,shoulders
Standing Dumbbell Scap Raise,shoulders
Holman Overhead Press,shoulders
Holman Slow Weighted Half Jack to Overhead Press,shoulders
Holman Slow Arnold Press,shoulders
Holman Boat Arnold Press with Feet Push-Out,shoulders
Holman Dumbbell Hip Drive to Overhead Press,shoulders
Holman Squat Thrust to Alternating Renegade Triceps Press,shoulders
Holman Cheer Press,shoulders
Holman Left Arm Press with Right Arm Hold,shoulders
Holman Right Arm Press with Left Arm Hold,shoulders
Holman Left Front Raise with Right Hold,shoulders
Holman Right Front Raise with Left Hold,shoulders
Holman Alternating Front Raise to Side Raise,shoulders
Holman Heavy Right Arm Overhead Press,shoulders
Holman Heavy Left Arm Overhead Press,shoulders
Holman Right Arm Heavy Overhead Press,shoulders
Holman Right Diagonal Lunge to Overhead Press,shoulders
Holman Left Arm Heavy Overhead Press,shoulders
Holman Weighted Palms-In Overhead Press,shoulders
Dumbbell racked carry,shoulders
Dumbbell clean and push-press,shoulders
Total Fitness Dumbbell Farmer's Carry,shoulders
Single-arm dumbbell racked carry,shoulders
Jordan Shallow Dumbbell Pull-Over,shoulders
King Maker Dumbbell Lateral Raise,shoulders
Dumbbell shadow boxing,shoulders
King Maker Dumbbell Farmer's Carry,shoulders
King Maker Dumbbell Shrug,shoulders
30 Shoulders Alternating Dumbbell Front Raise,shoulders
30 Shoulders Bent-Over Dumbbell Reverse Fly,shoulders
30 Shoulders Dumbbell Front Raise,shoulders
30 Shoulders Dumbbell Lateral Raise,shoulders
30 Shoulders Dumbbell Shrug,shoulders
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,shoulders
30 Shoulders Seated Dumbbell Front Raise,shoulders
30 Shoulders Seated Dumbbell Side Raise,shoulders
30 Shoulders Neutral-Grip Arnold Press,shoulders
30 Shoulders Standing Dumbbell Upright Row,shoulders
MetaBurn 3-Way Shoulder Raise,shoulders
MetaBurn Dumbbell Overhead Press,shoulders
MetaBurn Single-Leg Arnold Press,shoulders
RG Forward-Leaning Dumbbell Upright Row,shoulders
RG Alternating Seated Dumbbell Lateral Raise,shoulders
RG Seated Dumbbell Shoulder Press,shoulders
FYR2 Dumbbell Clean and Jerk,shoulders
FYR2 Dumbbell Cross-Body Front Raise,shoulders
FYR2 Dumbbell Front Raise,shoulders
FYR2 Dumbbell Lateral Raise,shoulders
FYR2 Lateral Raise Hold,shoulders
FYR2 Seesaw Dumbbell Military Press,shoulders
FYR2 Single-Dumbbell Halo,shoulders
FYR2 Single-Dumbbell Overhead Press,shoulders
Car driver,shoulders
Front Plate Raise,shoulders
Battle ropes,shoulders
Circus Bell,shoulders
Landmine Linear Jammer,shoulders
Crucifix,shoulders
Bar shoulder extension stretch,shoulders
Chair Upper Body Stretch,shoulders
Sled Reverse Flye,shoulders
Plate shoulder circle big to small,shoulders
Sled Overhead Backward Walk,shoulders
Log Lift,shoulders
Standing suspended rear delt fly,shoulders
Waiter's carry,shoulders
Towel dumbbell front raise,shoulders
Reach-roll-lift combo,shoulders
Upright Row - Gethin Variation,shoulders
Squat Press Shoulder Press - Gethin Variation,shoulders
Plate lateral raise,shoulders
Standing Military Press - Gethin Variation,shoulders
Bent-over plate rear delt raise,shoulders
Single-arm landmine press,shoulders
Plate front raise,shoulders
Holman Slow Overhead Press,shoulders
30 Shoulders Plate Front Raise,shoulders
Single-arm landmine push-press,shoulders
Single-arm cable front raise,shoulders
Cable Internal Rotation,shoulders
Seated face pull,shoulders
Single-arm bent-over cable rear delt fly,shoulders
Seated cable shoulder press,shoulders
Standing face pull,shoulders
Standing cable rear delt row,shoulders
Standing Low-Pulley Deltoid Raise,shoulders
Standing crossed-cable rear delt fly,shoulders
Cable Shoulder Press,shoulders
Alternating Cable Shoulder Press,shoulders
Cable Seated Lateral Raise,shoulders
Single-arm lying cable front raise,shoulders
Lying cable front raise,shoulders
Cable Rear Delt Fly - Gethin Variation,shoulders
One-Arm Cable Side Raise - Gethin Variation,shoulders
Rope Face Pull - Gethin Variation,shoulders
Lying cable lateral raise,shoulders
Cable seated row,shoulders
Single-arm cable lateral raise,shoulders
UP Cable Face Pull,shoulders
AA Cable Leaning Side Raise,shoulders
30 Shoulders Bent-Over Low Cable Reverse Fly,shoulders
30 Shoulders Cable Rope Face Pull,shoulders
30 Shoulders Cable Straight-Bar Front Raise,shoulders
30 Shoulders Cable Straight-Bar Upright Row,shoulders
30 Shoulders High Cable Reverse Fly,shoulders
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,shoulders
30 Shoulders Single-Arm Cable Front Raise,shoulders
30 Shoulders Single-Arm Leaning Cable Lateral Raise,shoulders
RG 3-Way Single-Arm Rear Delt Cable Fly,shoulders
RG Single-Arm Cross-Body Cable Front Raise,shoulders
Smith machine shoulder press,shoulders
Machine shoulder press,shoulders
Reverse Machine Flyes,shoulders
Single-arm Smith machine upright row,shoulders
Machine Lateral Raise,shoulders
Smith machine behind-the-neck press,shoulders
Smith Machine Behind-The-Neck Press - Gethin Variation,shoulders
30 Shoulders Leg Press Shoulder Press,shoulders
30 Shoulders Machine Shoulder Press,shoulders
30 Shoulders Pec-Deck Reverse Fly,shoulders
30 Shoulders Smith Machine Behind-The-Head Press,shoulders
30 Shoulders Smith Machine Shoulder Press,shoulders
Handstand push-up,shoulders
Upward Stretch,shoulders
Shoulder Circles,shoulders
Cross-body shoulder stretch,shoulders
Arm circle,shoulders
Seated Front Deltoid,shoulders
Shoulder Raise,shoulders
Hand Stand Push-Up,shoulders
Wall walk,shoulders
Return Push from Stance,shoulders
Wall shoulder tap,shoulders
Bear crawl shoulder tap,shoulders
Shadow boxing,shoulders
Bear crawl fire feet,shoulders
Wall sprawl,shoulders
Bent Over Shoulder Y,shoulders
Shoulder L,shoulders
Shoulder Dislocation Stretch-Dowel,shoulders
TBS Inverted Row,shoulders
PVC Shoulder Stretch,shoulders
Shoulder T,shoulders
HM Arm Circle,shoulders
HM Shoulder Stretch,shoulders
HM Shoulder Stretch on Floor,shoulders
HM Shoulder Tap,shoulders
HM Hand-On-Wall Stretch,shoulders
HM Jumping Arm Circle,shoulders
Kipping Clapping Pull-Up,shoulders
Holman Kneeling Overhead Press to Donkey Kick,shoulders
Floor angel,shoulders
Shoulder extension stretch,shoulders
Backward Medicine Ball Throw,shoulders
Medicine ball scoop throw,shoulders
Standing Two-Arm Overhead Throw,shoulders
Incline face-down bar front raise,shoulders
Incline anti-gravity shoulder press,shoulders
30 Shoulders EZ-Bar Front Raise,shoulders
Side Wrist Pull,shoulders
Elbow Circles,shoulders
Kneeling Arm Drill,shoulders
Bent-over shoulder rotation,shoulders
Band overhead triceps press,triceps
Band overhead triceps extension,triceps
Band straight-arm pull-down,triceps
Band skullcrusher,triceps
Single-arm band kick-back,triceps
Incline EZ-bar skullcrusher,triceps
Decline Close-Grip Bench To Skull Crusher,triceps
Bench Press - Powerlifting,triceps
Behind-the-head skullcrusher,triceps
Standing barbell overhead triceps extension,triceps
Reverse-grip bench press,triceps
Bench Press with Chains,triceps
Floor Press,triceps
One Arm Floor Press,triceps
Pin Presses,triceps
JM Press With Bands,triceps
JM Press,triceps
Floor Press with Chains,triceps
Reverse Band Bench Press,triceps
Decline Barbell Triceps Extension - Gethin Variation,triceps
AM Skullcrusher,triceps
30 Arms Close-Grip Bench Press,triceps
30 Arms Barbell Skullcrusher,triceps
FYR2 Sprawl Over Kettlebell,triceps
Dumbbell floor press,triceps
Seated triceps press,triceps
Tricep Dumbbell Kickback,triceps
Standing Dumbbell Triceps Extension,triceps
Double-arm triceps kick-back,triceps
Single-arm dumbbell triceps extension,triceps
Decline Dumbbell Triceps Extension,triceps
Dumbbell skullcrusher,triceps
One Arm Pronated Dumbbell Triceps Extension,triceps
One Arm Supinated Dumbbell Triceps Extension,triceps
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,triceps
Tate Press,triceps
Standing Bent-Over One-Arm Dumbbell Triceps Extension,triceps
Seated Bent-Over One-Arm Dumbbell Triceps Extension,triceps
Dumbbell Tricep Extension -Pronated Grip,triceps
V-sit with overhead triceps extension,triceps
PJR Pull-Over,triceps
Paul Carter Dumbbell Kick-Back,triceps
Single-arm dumbbell skullcrusher,triceps
Dumbbells-together incline bench press,triceps
Incline dumbbell overhead triceps extension,triceps
Dumbbell Crush Press,triceps
Holman Hovering Renegade Triceps Press,triceps
Holman Heavy Triceps Press to Overhead Press,triceps
Total Fitness Close-Grip Dumbbell Press,triceps
Dumbbell row to triceps kick-back,triceps
Rolling triceps press,triceps
MetaBurn Skullcrusher to Ab Crunch,triceps
FYR2 Single-Dumbbell Triceps Extension,triceps
30 Arms Overhead Dumbbell Triceps Extension,triceps
30 Arms Dumbbell Skullcrusher,triceps
30 Arms Dumbbell Kick-Back,triceps
30 Arms BFR Dumbbell Kick-Back,triceps
Dumbbell saw triceps skullcrusher,triceps
Chain Handle Extension,triceps
Sled Overhead Triceps Extension,triceps
Body Triceps Press Using Flat Bench,triceps
Suspended Triceps Press,triceps
Seated triceps push-down,triceps
Machine triceps extension-,triceps
Holman Overhead Weighted Triceps Press,triceps
30 Arms Weighted Triceps Dip,triceps
Cable V-bar push-down,triceps
Reverse Grip Triceps Pushdown,triceps
Kneeling cable triceps extension,triceps
Single-arm cable triceps extension,triceps
Dip Machine,triceps
Triceps Pushdown,triceps
Low cable overhead triceps extension,triceps
Lying cable triceps extension,triceps
Low Cable Triceps Extension,triceps
Cable overhead triceps extension,triceps
Single-arm low cable triceps extension,triceps
Incline cable straight-bar triceps extension,triceps
Paul Carter Overhead Rope Triceps Extension,triceps
TBS Rope Cable Push-Down,triceps
Single-arm cable triceps kick-back,triceps
Incline cable rope triceps extension,triceps
Reverse-grip cable straight-bar push-down,triceps
Kneeling Cable Triceps Extension - Gethin Variation,triceps
Cable Overhead Triceps Extension - Gethin Variation,triceps
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,triceps
Cable Triceps Extension - Gethin Variation,triceps
Single-arm incline triceps extension,triceps
Triceps Overhead Extension with Rope - Gethin Variation,triceps
Cable rope push-down,triceps
Cable straight-bar push-down,triceps
Straight-arm bar pull-down,triceps
AM Rope Triceps Pushdown,triceps
AM Bar Triceps Push-Down,triceps
Rope overhead triceps extension,triceps
UP Rope Push-down,triceps
UP Triceps Extension Straight-Bar Push-Down,triceps
LD Cable One-Arm Upright Row,triceps
30 Arms Underhand Cable Straight-Bar Push-Down,triceps
30 Arms Single-Arm Reverse-Grip Cable Push-Down,triceps
30 Arms Cable V-Bar Push-Down,triceps
30 Arms Cable Straight-Bar Push-Down,triceps
30 Arms Cable Rope Push-Down,triceps
30 Arms Cable Rope Overhead Triceps Extension,triceps
BFR underhand straight-bar push-down,triceps
BFR overhand straight-bar push-down,triceps
BFR cable rope push-down,triceps
Triceps Pressdown,triceps
Machine Triceps Extension,triceps
Smith machine end-grip shoulder press,triceps
Assist machine triceps push-down,triceps
Smith machine close-grip bench press-,triceps
Machine Triceps Extension - Gethin Variation,triceps
Overhead Machine Triceps Extension - Gethin Variation,triceps
30 Arms Machine Triceps Dip,triceps
Triceps dip,triceps
Weighted bench dip,triceps
Push-Ups - Close Triceps Position,triceps
Parallel Bar Dip,triceps
Ring dip,triceps
Feet-elevated bench dip,triceps
Bodyweight triceps press,triceps
Standing Towel Triceps Extension,triceps
Tricep Side Stretch,triceps
Triceps Stretch,triceps
Overhead Triceps,triceps
Russian Bar Dip,triceps
Straight-arm plank with kick-back,triceps
TBS Dip,triceps
Bench Dips - Gethin Variation,triceps
Banded dip,triceps
Bench Dip - Gethin Variation,triceps
HM Chair Dip,triceps
Bench dip,triceps
Holman Step Triceps Dip,triceps
Holman Chair Triceps Dip,triceps
Bodyweight Triceps Rope Press,triceps
Holman Heavy Triceps Overhead Press,triceps
Holman Couch Triceps Dip,triceps
FYR2 Triceps Push-Up,triceps
30 Arms Triceps Dip,triceps
30 Arms Close-Grip Push-Up,triceps
30 Arms BFR Close-Grip Push-Up,triceps
Supine Chest Throw,triceps
Decline EZ-bar skullcrusher,triceps
EZ-Bar Skullcrusher,triceps
EZ-bar skullcrusher-,triceps
Lying Close-Grip Barbell Triceps Press To Chin,triceps
EZ-Bar Skullcrusher - Gethin Variation,triceps
TBS Skullcrusher,triceps
30 Arms EZ-Bar Skullcrusher,triceps
Adductor,adductors
Air Bike,abdominals
Alternate Heel Touchers,abdominals
Alternating Floor Press,chest
Alternating Floor Press,abdominals
Alternating Floor Press,shoulders
Alternating Floor Press,triceps
Alternating Renegade Row,middle back
Alternating Renegade Row,abdominals
Alternating Renegade Row,biceps
Alternating Renegade Row,chest
Alternating Renegade Row,lats
Alternating Renegade Row,triceps
Ankle On The Knee,glutes
Anti-Gravity Press,shoulders
Anti-Gravity Press,middle back
Anti-Gravity Press,traps
Anti-Gravity Press,triceps
Arm Circles,shoulders
Arm Circles,traps
Arnold Dumbbell Press,shoulders
Arnold Dumbbell Press,triceps
Around The Worlds,chest
Around The Worlds,shoulders
Ball Leg Curl,hamstrings
Ball Leg Curl,calves
Ball Leg Curl,glutes
Band Assisted Pull-Up,lats
Band Assisted Pull-Up,abdominals
Band Assisted Pull-Up,forearms
Band Assisted Pull-Up,middle back
Band Good Morning,hamstrings
Band Good Morning,glutes
Band Good Morning,lower back
Band Skull Crusher,triceps
Barbell Ab Rollout,abdominals
Barbell Ab Rollout,lower back
Barbell Ab Rollout,shoulders
Barbell Incline Bench Press - Medium Grip,chest
Barbell Incline Bench Press - Medium Grip,shoulders
Barbell Incline Bench Press - Medium Grip,triceps
Barbell Incline Shoulder Raise,shoulders
Barbell Incline Shoulder Raise,chest
Barbell Lunge,quadriceps
Barbell Lunge,calves
Barbell Lunge,glutes
Barbell Lunge,hamstrings
Barbell Rear Delt Row,shoulders
Barbell Rear Delt Row,biceps
Barbell Rear Delt Row,lats
Barbell Rear Delt Row,middle back
Barbell Rollout from Bench,abdominals
Barbell Rollout from Bench,glutes
Barbell Rollout from Bench,hamstrings
Barbell Rollout from Bench,lats
Barbell Rollout from Bench,shoulders
Barbell Shrug Behind The Back,traps
Barbell Shrug Behind The Back,forearms
Barbell Shrug Behind The Back,middle back
Barbell Step Ups,quadriceps
Barbell Step Ups,calves
Barbell Step Ups,glutes
Barbell Step Ups,hamstrings
Barbell Step Ups,quadriceps
Battling Ropes,shoulders
Battling Ropes,chest
Battling Ropes,forearms
Bear Crawl Sled Drags,quadriceps
Bear Crawl Sled Drags,calves
Bear Crawl Sled Drags,glutes
Bear Crawl Sled Drags,hamstrings
Bench Dips,triceps
Bench Dips,chest
Bench Dips,shoulders
Bench Jump,quadriceps
Bench Jump,calves
Bench Jump,glutes
Bench Jump,hamstrings
Bench Sprint,quadriceps
Bench Sprint,calves
Bench Sprint,glutes
Bench Sprint,hamstrings
Bent-Arm Barbell Pullover,lats
Bent-Arm Barbell Pullover,chest
Bent-Arm Barbell Pullover,lats
Bent-Arm Barbell Pullover,shoulders
Bent-Arm Barbell Pullover,triceps
Bent-Arm Dumbbell Pullover,chest
Bent-Arm Dumbbell Pullover,lats
Bent-Arm Dumbbell Pullover,shoulders
Bent-Arm Dumbbell Pullover,triceps
Bent-Knee Hip Raise,abdominals
Bent Over Dumbbell Rear Delt Raise With Head On Bench,shoulders
Bent Over Low-Pulley Side Lateral,shoulders
Bent Over Low-Pulley Side Lateral,lower back
Bent Over Low-Pulley Side Lateral,middle back
Bent Over Low-Pulley Side Lateral,traps
Bent Over One-Arm Long Bar Row,middle back
