exercise_name,equipment_name
UNS Low Depth Jump,bodyweight
UNS Forward-To-Reverse Lunge,bodyweight
Holman Towel Squat Thrust,bodyweight
Holman Towel Alternating Prisoner Squat,bodyweight
Holman Towel Alternating Lateral Lunge,bodyweight
Holman Squat Pull-Through Jump,bodyweight
Holman 180 Jump,bodyweight
Holman Foot-Elevated Knee-Up to Squat,bodyweight
Holman Feet-Elevated Squat Thrust,bodyweight
Holman Hands-Elevated Lunge Jump,bodyweight
Holman Hands-Elevated Jack to Split Jump,bodyweight
Holman Hands-Elevated Wide Squat Thrust,bodyweight
Holman Hands-Elevated Squat Thrust to Split Jack,bodyweight
Holman Squat Jump,bodyweight
Holman Squat Pulse,bodyweight
Holman Jump-Out Push-Up,bodyweight
Holman Alternating Forward Lunge,bodyweight
Holman Burpee to Jump,bodyweight
Holman Pilates Single-Leg Stretch,bodyweight
Holman Alternating Reverse Prisoner Lunge,bodyweight
Holman Narrow-Wide Squat Jump to 180 Jump,bodyweight
Holman 180 Jump to Lunge,bodyweight
Holman Imaginary Jump Rope,bodyweight
Holman Fast Feet with Hands Up,bodyweight
Holman Hands-Elevated Alternating Lunge Jump,bodyweight
Holman Right Split Lunge,bodyweight
Holman Left Split Lunge,bodyweight
Holman Plyometric Jump,bodyweight
Holman Quad Touch Jump,bodyweight
Holman Skate,bodyweight
Holman Lunge Jump,bodyweight
Holman Flying Squat Thrust,bodyweight
Holman 90-Degree Jump,bodyweight
Holman Half Jack to 180 Jump,bodyweight
Holman Quick Feet to Quad Touch Jump,bodyweight
Holman Squat Thrust to Push-Up to Super Woman,bodyweight
Holman Plyometric Jump to 180 Jump,bodyweight
Holman Standing Heel Click to Hands Down Heel Click,bodyweight
Holman Burpee to 180 Jump,bodyweight
Holman Traveling Low Jack to Belly Touch,bodyweight
Holman Flying Squat Thrust to Shoulder Tap,bodyweight
Holman Squat Jump to Alternating Side Lunge Jump,bodyweight
Holman Low Squat with Low Diagonal Dumbbell Punch,bodyweight
Holman Right Leg Hop to Right Reverse Lunge,bodyweight
Holman Left Leg Hop to Left Reverse Lunge,bodyweight
Holman Burpee to Open Stance,bodyweight
Holman Diagonal Squat Thrust to Renegade Forward Punch,bodyweight
Holman Bear Crawl,bodyweight
Holman Bear Crawl to Donkey Kick,bodyweight
Holman Bear Crawl to Froggy Push-Up,bodyweight
Holman Bear Crawl to Shoulder Tap,bodyweight
Holman Burpee to Tuck Jump,bodyweight
Holman Burpee to Flying Squat Thrust to Tuck Jump,bodyweight
Holman Forward Lunge to Reverse Lunge,bodyweight
Holman Renegade Lunge Jump,bodyweight
Holman Squat Jump to Lunge Jump,bodyweight
Holman Prisoner Reverse Lunge,bodyweight
Holman Wide-to-Narrow Squat Jump,bodyweight
Holman Donkey Run,bodyweight
Holman Weighted Wide-to-Narrow Squat Jump,bodyweight
Holman Wide-to-Narrow Donkey Kick,bodyweight
Holman Mule Kick,bodyweight
Holman Goal Post to Squat,bodyweight
Holman Frogger Squat to Heel Click,bodyweight
Holman Stair Sprint,bodyweight
Holman Stair Bear Crawl,bodyweight
Holman Burpee to Flying Squat Thrust,bodyweight
Holman Flying Squat Thrust to Push-Up,bodyweight
Holman Foot-Elevated Step-To-Lunge,bodyweight
Holman Split Lunge,bodyweight
Holman Stair Climb,bodyweight
Holman Burpee to Flying Jack,bodyweight
Holman Right Reverse Lunge,bodyweight
Holman Left Reverse Lunge,bodyweight
Holman Squat Tap to Hop,bodyweight
Holman Squat Tap to Jump-Forward-Jump-Back,bodyweight
Holman Squat Hip Drive,bodyweight
Holman Alternating Double Lunge Hop,bodyweight
Holman Right Reverse Lunge to Front Kick,bodyweight
Holman Right Leg Forward Lunge Hop,bodyweight
Holman Right Squat Thrust,bodyweight
Holman Left Reverse Lunge to Front Kick,bodyweight
Holman Left Leg Forward Lunge Hop,bodyweight
Holman Left Side Diagonal Burpee,bodyweight
Holman Left Squat Thrust,bodyweight
Holman Wide Squat Thrust,bodyweight
Holman Alternating Single-Leg Hop to Squat to 180 Jump,bodyweight
Holman Right Lunge Hop to Chest Press,bodyweight
Holman Left Lunge Hop to Overhead Press,bodyweight
Holman 180 Jump Hop Forward Hop Back,bodyweight
Holman Right Split Squat,bodyweight
Holman Left Split Squat,bodyweight
Holman Double Squat Pulse to 180 Jump,bodyweight
Holman Towel Left Side Squat,bodyweight
Holman Alternating Lunge Jump,bodyweight
Holman Lunge Jump to Squat Jump,bodyweight
Holman Burpee with Belly Touch,bodyweight
Bootstrapper squat,bodyweight
Total Fitness Broad Jump,bodyweight
Total Fitness Lateral Lunge,bodyweight
Lateral shuffle,bodyweight
Total Fitness Skip,bodyweight
Total Fitness Spider Lunge,bodyweight
Spider lunge stretch,bodyweight
Spider lunge with T-rotation,bodyweight
Standing quad stretch,bodyweight
Vertical jump,bodyweight
King Maker Burpee,bodyweight
King Maker Explosive High Jump,bodyweight
Muscle Beach Skip,bodyweight
Muscle Beach Broad Jump,bodyweight
Muscle Beach Sprint,bodyweight
Muscle Beach Front Kick,bodyweight
Muscle Beach Side Kick,bodyweight
Muscle Beach Spin Kick,bodyweight
Muscle Beach Freestyle Kick,bodyweight
MetaBurn Alternating Curtsy Lunge To Squat,bodyweight
MetaBurn Alternating Curtsy Lunge With High Knee,bodyweight
MetaBurn Alternating Diagonal Sprawl,bodyweight
MetaBurn Alternating Lateral Sprawl,bodyweight
MetaBurn Curtsy Lunge,bodyweight
MetaBurn Frogger,bodyweight
MetaBurn High Knee Rotation,bodyweight
MetaBurn Side-To-Side Lunge,bodyweight
MetaBurn Star Jump,bodyweight
MetaBurn Tuck Jump With Knee Slap,bodyweight
MetaBurn Lateral Bounding Hop,bodyweight
MetaBurn Double Lunge,bodyweight
Robertson Sprinter Step-Up,bodyweight
FYR2 Front Kick-Through,bodyweight
Lunge high-knee clap,bodyweight
FYR2 Plyo Split Squat,bodyweight
FYR2 Reverse Burpee,bodyweight
FYR2 Reverse Burpee to Regular Burpee,bodyweight
FYR2 Reverse Burpee Tuck Jump,bodyweight
FYR2 Sprawlee,bodyweight
FYR2 Squat Hold,bodyweight
FYR2 Squat Jump,bodyweight
FYR2 Squat Pulse,bodyweight
Sprinter burpee,bodyweight
Shuttle run training,bodyweight
Medicine ball ninja,medicine ball
FYR Air Ball Plus Medicine Ball Jumping Sprawl,medicine ball
Medicine ball cowboy squat,medicine ball
Medicine ball jumping jill,medicine ball
Alternate Leg Diagonal Bound,
Sit Squats,
Frog Hops,
Dumbbell lateral hop to sprint,
Smith machine lunge sprint,
Sissy squat,
Wall ball toss,exercise ball
Bosu Ball Squat,exercise ball
Exercise ball Bulgarian split squat,exercise ball
Internal Rotation with Band,resistance band
Band Pull Apart,resistance band
Back Flyes - With Bands,resistance band
Lateral Raise - With Bands,resistance band
Shoulder Press - With Bands,resistance band
External Rotation with Band,resistance band
FYR Band Pull-Apart,resistance band
HM Lateral Raise,resistance band
Rusin Banded Over-And-Back,resistance band
Rusin Banded Face Pull,resistance band
UP Band Pull-Apart,resistance band
Jordan Shallow Band-Resisted Thread the Needle,resistance band
30 Shoulders Seated Banded Barbell Shoulder Press,resistance band
Band shoulder press,resistance band
Band lateral raise,resistance band
Band upright row,resistance band
Staggered-stance band shoulder press,resistance band
Single-arm banded landmine press,resistance band
Band front raise rear fly row combo,resistance band
Jordan Shallow Foam Roller Thoracic Extension,foam roll
Jordan Shallow Thread the Needle (with Foam Roller),foam roll
Clean and press,barbell
Clean and jerk,barbell
Military press,barbell
Seated barbell shoulder press,barbell
Snatch-Grip Behind-The-Neck Overhead Press,barbell
Standing Bradford press,barbell
Barbell Shoulder Press,barbell
Barbell rear delt bent-over row,barbell
Barbell upright row,barbell
Bradford/Rocky Presses,barbell
Lying rear delt fly,barbell
Machine Shoulder (Military) Press,barbell
Standing Barbell Press Behind Neck,barbell
Barbell front raise,barbell
Overhead bar front raise,barbell
Incline barbell shoulder protraction,barbell
Behind-the-head push-press,barbell
Rack Delivery,barbell
Smith Incline Shoulder Raise,barbell
Tall Muscle Snatch,barbell
Axle Clean And Press,barbell
Jerk Balance,barbell
Seated EZ-bar shrug,barbell
Paul Carter Barbell Seated Military Press,barbell
TBS Barbell Military Press,barbell
Incline Front Barbell Raise - Gethin Variation,barbell
Barbell Front Raise - Gethin Variation,barbell
Single-arm barbell lateral raise,barbell
AM Upright Row,barbell
AM Barbell Shoulder Press,barbell
Standing barbell shoulder press,barbell
King Maker Barbell Thruster,barbell
Single-arm incline cable cross-over,barbell
Barbell bear complex,barbell
30 Shoulders Barbell Shrug,barbell
30 Shoulders Incline Face-Up Straight-Bar Front Raise,barbell
30 Shoulders Seated Dumbbell Shoulder Press,barbell
30 Shoulders Standing Behind-The-Head Shoulder Press,barbell
30 Shoulders Standing Barbell Press,barbell
FYR2 Wide Overhead Press,barbell
Single-arm kettlebell push-press,kettlebell
Two-Arm Kettlebell Military Press,kettlebell
Alternating Kettlebell Press,kettlebell
Single-arm kettlebell snatch,kettlebell
Single-arm kettlebell clean and jerk,kettlebell
Kettlebell pirate ship,kettlebell
Two-Arm Kettlebell Clean,kettlebell
Double Kettlebell Push Press,kettlebell
Kettlebell Seated Press,kettlebell
Double Kettlebell Jerk,kettlebell
Kettlebell Arnold Press,kettlebell
Double-kettlebell windmill,kettlebell
One-Arm Kettlebell Split Snatch,kettlebell
One-Arm Kettlebell Para Press,kettlebell
One-Arm Kettlebell Split Jerk,kettlebell
One-Arm Kettlebell Military Press To The Side,kettlebell
One-Arm Kettlebell Jerk,kettlebell
Double Kettlebell Snatch,kettlebell
Two-Arm Kettlebell Jerk,kettlebell
FYR Kettlebell Power Clean,kettlebell
Kettlebell upright row,kettlebell
Kettlebell upright row and press,kettlebell
Single-arm kettlebell thruster,kettlebell
Double-kettlebell shoulder press,kettlebell
Double-kettlebell push-press,kettlebell
HM Kettlebell Windmill,kettlebell
HM Kettlebell Z-Press,kettlebell
Taylor Half-Kneeling Kettlebell Halo,kettlebell
Taylor Towel Kettlebell Farmer's Walk,kettlebell
FYR2 Double-Kettlebell Alternating Press,kettlebell
FYR2 Double-Kettlebell Thruster,kettlebell
FYR2 Half-Kneeling Kettlebell Clean,kettlebell
FYR2 Kettlebell Clean and Press,kettlebell
FYR2 Kettlebell High Pull to Overhead Press,kettlebell
FYR2 Kettlebell Swing Clean and Press,kettlebell
FYR2 Single-Arm Kettlebell Press,kettlebell
FYR2 Ascending-Rep High-Pull-Press Complex,kettlebell
Dumbbell front raise to lateral raise,dumbbell
Single-arm palm-in dumbbell shoulder press,dumbbell
Standing palms-in shoulder press,dumbbell
Seated Dumbbell Press,dumbbell
Standing dumbbell shoulder press,dumbbell
Single-arm lateral raise,dumbbell
Power Partials,dumbbell
Incline dumbbell reverse fly,dumbbell
Overhead dumbbell front raise,dumbbell
Seated dumbbell shoulder press,dumbbell
Alternating standing shoulder press,dumbbell
Single-arm incline rear delt raise,dumbbell
Alternating dumbbell front raise,dumbbell
Alternating Deltoid Raise,dumbbell
Single-dumbbell front raise,dumbbell
Arnold press,dumbbell
Single-arm standing shoulder press,dumbbell
Dumbbell front raise,dumbbell
Bent-over dumbbell rear delt row,dumbbell
Incline dumbbell front raise,dumbbell
Side Lateral Raise,dumbbell
Dumbbell external shoulder rotation,dumbbell
Single-arm incline lateral raise,dumbbell
Seated rear delt fly,dumbbell
Dumbbell Raise,dumbbell
Seated Side Lateral Raise,dumbbell
Dumbbell Lying Rear Lateral Raise,dumbbell
Head-on-bench dumbbell rear delt raise,dumbbell
Cuban press,dumbbell
Reverse Flyes With External Rotation,dumbbell
Single-arm side lying rear fly,dumbbell
Single-arm dumbbell upright row,dumbbell
Dumbbell Scaption,dumbbell
See-Saw Press (Alternating Side Press),dumbbell
Dumbbell Incline Shoulder Raise,dumbbell
Single-arm half-kneeling shoulder press,dumbbell
Dumbbell Clean And Jerk,dumbbell
Dumbbell shoulder press with body rotation,dumbbell
Dumbbell Fix Dumbbell Military Press,dumbbell
Dumbbell Fix Standing Dumbbell Arnold Press,dumbbell
Dumbbell Fix Dumbbell Single-Arm Snatch,dumbbell
Paul Carter Rear-Delt Fly,dumbbell
FYR Dumbbell Shoulder Press,dumbbell
FYR Single-Arm Dumbbell Press,dumbbell
FYR Dumbbell Tempo L-Raise,dumbbell
Dumbbell seesaw shoulder press,dumbbell
FYR Dumbbell front raise to lateral raise,dumbbell
FYR Dumbbell Arnold Press,dumbbell
FYR Dumbbell Military Press to Dumbbell High Pull to V-up,dumbbell
FYR Dumbbell Thruster,dumbbell
Dumbbell hang snatch,dumbbell
Surfer sprawl,dumbbell
Dumbbell clean and press,dumbbell
Standing One-Arm Shoulder Press - Gethin Variation,dumbbell
Incline Front Dumbbell Raise - Gethin Variation,dumbbell
Dumbbell lateral raise,dumbbell
Incline Rear-Delt Fly - Gethin Variation,dumbbell
Incline Bench Rear Dumbbell Fly - Gethin Variation,dumbbell
Dumbbell front raise and press,dumbbell
Rotator cuff warm-up,dumbbell
Seated Lateral Raise - Gethin Variation,dumbbell
Single-arm dumbbell arc row,dumbbell
Incline Rear Delt Raises - Gethin Variation,dumbbell
Incline Dumbbell Y Raise,dumbbell
HM Bent-Over Rear-Delt Fly,dumbbell
HM Dumbbell Shoulder Press,dumbbell
HM Single-Leg Overhead Dumbbell Press,dumbbell
6 Way Shoulder Raise,dumbbell
Seated dumbbell lateral raise,dumbbell
AM Dumbbell Shoulder Press,dumbbell
AM Dumbbell Side Raise,dumbbell
AM Front Raise,dumbbell
UP Dumbbell Lateral Raise,dumbbell
UP Seated Dumbbell Overhead Press,dumbbell
AA Incline Bench Dumbbell Reverse Fly,dumbbell
CM Forward Shoulder Press,dumbbell
Dumbbell Halo,dumbbell
Standing Dumbbell Scap Raise,dumbbell
Holman Overhead Press,dumbbell
Holman Slow Weighted Half Jack to Overhead Press,dumbbell
Holman Slow Arnold Press,dumbbell
Holman Boat Arnold Press with Feet Push-Out,dumbbell
Holman Dumbbell Hip Drive to Overhead Press,dumbbell
Holman Squat Thrust to Alternating Renegade Triceps Press,dumbbell
Holman Cheer Press,dumbbell
Holman Left Arm Press with Right Arm Hold,dumbbell
Holman Right Arm Press with Left Arm Hold,dumbbell
Holman Left Front Raise with Right Hold,dumbbell
Holman Right Front Raise with Left Hold,dumbbell
Holman Alternating Front Raise to Side Raise,dumbbell
Holman Heavy Right Arm Overhead Press,dumbbell
Holman Heavy Left Arm Overhead Press,dumbbell
Holman Right Arm Heavy Overhead Press,dumbbell
Holman Right Diagonal Lunge to Overhead Press,dumbbell
Holman Left Arm Heavy Overhead Press,dumbbell
Holman Weighted Palms-In Overhead Press,dumbbell
Dumbbell racked carry,dumbbell
Dumbbell clean and push-press,dumbbell
Total Fitness Dumbbell Farmer's Carry,dumbbell
Single-arm dumbbell racked carry,dumbbell
Jordan Shallow Dumbbell Pull-Over,dumbbell
King Maker Dumbbell Lateral Raise,dumbbell
Dumbbell shadow boxing,dumbbell
King Maker Dumbbell Farmer's Carry,dumbbell
King Maker Dumbbell Shrug,dumbbell
30 Shoulders Alternating Dumbbell Front Raise,dumbbell
30 Shoulders Bent-Over Dumbbell Reverse Fly,dumbbell
30 Shoulders Dumbbell Front Raise,dumbbell
30 Shoulders Dumbbell Lateral Raise,dumbbell
30 Shoulders Dumbbell Shrug,dumbbell
30 Shoulders Incline Face-Down Dumbbell Reverse Fly,dumbbell
30 Shoulders Seated Dumbbell Front Raise,dumbbell
30 Shoulders Seated Dumbbell Side Raise,dumbbell
30 Shoulders Neutral-Grip Arnold Press,dumbbell
30 Shoulders Standing Dumbbell Upright Row,dumbbell
MetaBurn 3-Way Shoulder Raise,dumbbell
MetaBurn Dumbbell Overhead Press,dumbbell
MetaBurn Single-Leg Arnold Press,dumbbell
RG Forward-Leaning Dumbbell Upright Row,dumbbell
RG Alternating Seated Dumbbell Lateral Raise,dumbbell
RG Seated Dumbbell Shoulder Press,dumbbell
FYR2 Dumbbell Clean and Jerk,dumbbell
FYR2 Dumbbell Cross-Body Front Raise,dumbbell
FYR2 Dumbbell Front Raise,dumbbell
FYR2 Dumbbell Lateral Raise,dumbbell
FYR2 Lateral Raise Hold,dumbbell
FYR2 Seesaw Dumbbell Military Press,dumbbell
FYR2 Single-Dumbbell Halo,dumbbell
FYR2 Single-Dumbbell Overhead Press,dumbbell
Car driver,other
Front Plate Raise,other
Battle ropes,other
Circus Bell,other
Landmine Linear Jammer,other
Crucifix,other
Bar shoulder extension stretch,other
Chair Upper Body Stretch,other
Sled Reverse Flye,other
Plate shoulder circle big to small,other
Sled Overhead Backward Walk,other
Log Lift,other
Standing suspended rear delt fly,other
Waiter's carry,other
Towel dumbbell front raise,other
Reach-roll-lift combo,other
Upright Row - Gethin Variation,other
Squat Press Shoulder Press - Gethin Variation,other
Plate lateral raise,other
Standing Military Press - Gethin Variation,other
Bent-over plate rear delt raise,other
Single-arm landmine press,other
Plate front raise,other
Holman Slow Overhead Press,other
30 Shoulders Plate Front Raise,other
Single-arm landmine push-press,other
Single-arm cable front raise,cable
Cable Internal Rotation,cable
Seated face pull,cable
Single-arm bent-over cable rear delt fly,cable
Seated cable shoulder press,cable
Standing face pull,cable
Standing cable rear delt row,cable
Standing Low-Pulley Deltoid Raise,cable
Standing crossed-cable rear delt fly,cable
Cable Shoulder Press,cable
Alternating Cable Shoulder Press,cable
Cable Seated Lateral Raise,cable
Single-arm lying cable front raise,cable
Lying cable front raise,cable
Cable Rear Delt Fly - Gethin Variation,cable
One-Arm Cable Side Raise - Gethin Variation,cable
Rope Face Pull - Gethin Variation,cable
Lying cable lateral raise,cable
Cable seated row,cable
Single-arm cable lateral raise,cable
UP Cable Face Pull,cable
AA Cable Leaning Side Raise,cable
30 Shoulders Bent-Over Low Cable Reverse Fly,cable
30 Shoulders Cable Rope Face Pull,cable
30 Shoulders Cable Straight-Bar Front Raise,cable
30 Shoulders Cable Straight-Bar Upright Row,cable
30 Shoulders High Cable Reverse Fly,cable
30 Shoulders Single-Arm Bent-Over Cable Reverse Fly,cable
30 Shoulders Single-Arm Cable Front Raise,cable
30 Shoulders Single-Arm Leaning Cable Lateral Raise,cable
RG 3-Way Single-Arm Rear Delt Cable Fly,cable
RG Single-Arm Cross-Body Cable Front Raise,cable
Smith machine shoulder press,machine
Machine shoulder press,machine
Reverse Machine Flyes,machine
Single-arm Smith machine upright row,machine
Machine Lateral Raise,machine
Smith machine behind-the-neck press,machine
Smith Machine Behind-The-Neck Press - Gethin Variation,machine
30 Shoulders Leg Press Shoulder Press,machine
30 Shoulders Machine Shoulder Press,machine
30 Shoulders Pec-Deck Reverse Fly,machine
30 Shoulders Smith Machine Behind-The-Head Press,machine
30 Shoulders Smith Machine Shoulder Press,machine
Handstand push-up,bodyweight
Upward Stretch,bodyweight
Shoulder Circles,bodyweight
Cross-body shoulder stretch,bodyweight
Arm circle,bodyweight
Seated Front Deltoid,bodyweight
Shoulder Raise,bodyweight
Hand Stand Push-Up,bodyweight
Wall walk,bodyweight
Return Push from Stance,bodyweight
Wall shoulder tap,bodyweight
Bear crawl shoulder tap,bodyweight
Shadow boxing,bodyweight
Bear crawl fire feet,bodyweight
Wall sprawl,bodyweight
Bent Over Shoulder Y,bodyweight
Shoulder L,bodyweight
Shoulder Dislocation Stretch-Dowel,bodyweight
TBS Inverted Row,bodyweight
PVC Shoulder Stretch,bodyweight
Shoulder T,bodyweight
HM Arm Circle,bodyweight
HM Shoulder Stretch,bodyweight
HM Shoulder Stretch on Floor,bodyweight
HM Shoulder Tap,bodyweight
HM Hand-On-Wall Stretch,bodyweight
HM Jumping Arm Circle,bodyweight
Kipping Clapping Pull-Up,bodyweight
Holman Kneeling Overhead Press to Donkey Kick,bodyweight
Floor angel,bodyweight
Shoulder extension stretch,bodyweight
Backward Medicine Ball Throw,medicine ball
Medicine ball scoop throw,medicine ball
Standing Two-Arm Overhead Throw,medicine ball
Incline face-down bar front raise,barbell
Incline anti-gravity shoulder press,barbell
30 Shoulders EZ-Bar Front Raise,barbell
Side Wrist Pull,
Elbow Circles,
Kneeling Arm Drill,
Bent-over shoulder rotation,exercise ball
Band overhead triceps press,resistance band
Band overhead triceps extension,resistance band
Band straight-arm pull-down,resistance band
Band skullcrusher,resistance band
Single-arm band kick-back,resistance band
Incline EZ-bar skullcrusher,barbell
Decline Close-Grip Bench To Skull Crusher,barbell
Bench Press - Powerlifting,barbell
Behind-the-head skullcrusher,barbell
Standing barbell overhead triceps extension,barbell
Reverse-grip bench press,barbell
Bench Press with Chains,barbell
Floor Press,barbell
One Arm Floor Press,barbell
Pin Presses,barbell
JM Press With Bands,barbell
JM Press,barbell
Floor Press with Chains,barbell
Reverse Band Bench Press,barbell
Decline Barbell Triceps Extension - Gethin Variation,barbell
AM Skullcrusher,barbell
30 Arms Close-Grip Bench Press,barbell
30 Arms Barbell Skullcrusher,barbell
FYR2 Sprawl Over Kettlebell,kettlebell
Dumbbell floor press,dumbbell
Seated triceps press,dumbbell
Tricep Dumbbell Kickback,dumbbell
Standing Dumbbell Triceps Extension,dumbbell
Double-arm triceps kick-back,dumbbell
Single-arm dumbbell triceps extension,dumbbell
Decline Dumbbell Triceps Extension,dumbbell
Dumbbell skullcrusher,dumbbell
One Arm Pronated Dumbbell Triceps Extension,dumbbell
One Arm Supinated Dumbbell Triceps Extension,dumbbell
Seated Bent-Over Two-Arm Dumbbell Triceps Extension,dumbbell
Tate Press,dumbbell
Standing Bent-Over One-Arm Dumbbell Triceps Extension,dumbbell
Seated Bent-Over One-Arm Dumbbell Triceps Extension,dumbbell
Dumbbell Tricep Extension -Pronated Grip,dumbbell
V-sit with overhead triceps extension,dumbbell
PJR Pull-Over,dumbbell
Paul Carter Dumbbell Kick-Back,dumbbell
Single-arm dumbbell skullcrusher,dumbbell
Dumbbells-together incline bench press,dumbbell
Incline dumbbell overhead triceps extension,dumbbell
Dumbbell Crush Press,dumbbell
Holman Hovering Renegade Triceps Press,dumbbell
Holman Heavy Triceps Press to Overhead Press,dumbbell
Total Fitness Close-Grip Dumbbell Press,dumbbell
Dumbbell row to triceps kick-back,dumbbell
Rolling triceps press,dumbbell
MetaBurn Skullcrusher to Ab Crunch,dumbbell
FYR2 Single-Dumbbell Triceps Extension,dumbbell
30 Arms Overhead Dumbbell Triceps Extension,dumbbell
30 Arms Dumbbell Skullcrusher,dumbbell
30 Arms Dumbbell Kick-Back,dumbbell
30 Arms BFR Dumbbell Kick-Back,dumbbell
Dumbbell saw triceps skullcrusher,dumbbell
Chain Handle Extension,other
Sled Overhead Triceps Extension,other
Body Triceps Press Using Flat Bench,other
Suspended Triceps Press,other
Seated triceps push-down,other
Machine triceps extension-,other
Holman Overhead Weighted Triceps Press,other
30 Arms Weighted Triceps Dip,other
Cable V-bar push-down,cable
Reverse Grip Triceps Pushdown,cable
Kneeling cable triceps extension,cable
Single-arm cable triceps extension,cable
Dip Machine,cable
Triceps Pushdown,cable
Low cable overhead triceps extension,cable
Lying cable triceps extension,cable
Low Cable Triceps Extension,cable
Cable overhead triceps extension,cable
Single-arm low cable triceps extension,cable
Incline cable straight-bar triceps extension,cable
Paul Carter Overhead Rope Triceps Extension,cable
TBS Rope Cable Push-Down,cable
Single-arm cable triceps kick-back,cable
Incline cable rope triceps extension,cable
Reverse-grip cable straight-bar push-down,cable
Kneeling Cable Triceps Extension - Gethin Variation,cable
Cable Overhead Triceps Extension - Gethin Variation,cable
Reverse-Grip Cable Triceps Pushdown - Gethin Variation,cable
Cable Triceps Extension - Gethin Variation,cable
Single-arm incline triceps extension,cable
Triceps Overhead Extension with Rope - Gethin Variation,cable
Cable rope push-down,cable
Cable straight-bar push-down,cable
Straight-arm bar pull-down,cable
AM Rope Triceps Pushdown,cable
AM Bar Triceps Push-Down,cable
Rope overhead triceps extension,cable
UP Rope Push-down,cable
UP Triceps Extension Straight-Bar Push-Down,cable
LD Cable One-Arm Upright Row,cable
30 Arms Underhand Cable Straight-Bar Push-Down,cable
30 Arms Single-Arm Reverse-Grip Cable Push-Down,cable
30 Arms Cable V-Bar Push-Down,cable
30 Arms Cable Straight-Bar Push-Down,cable
30 Arms Cable Rope Push-Down,cable
30 Arms Cable Rope Overhead Triceps Extension,cable
BFR underhand straight-bar push-down,cable
BFR overhand straight-bar push-down,cable
BFR cable rope push-down,cable
Triceps Pressdown,cable
Machine Triceps Extension,machine
Smith machine end-grip shoulder press,machine
Assist machine triceps push-down,machine
Smith machine close-grip bench press-,machine
Machine Triceps Extension - Gethin Variation,machine
Overhead Machine Triceps Extension - Gethin Variation,machine
30 Arms Machine Triceps Dip,machine
Triceps dip,bodyweight
Weighted bench dip,bodyweight
Push-Ups - Close Triceps Position,bodyweight
Parallel Bar Dip,bodyweight
Ring dip,bodyweight
Feet-elevated bench dip,bodyweight
Bodyweight triceps press,bodyweight
Standing Towel Triceps Extension,bodyweight
Tricep Side Stretch,bodyweight
Triceps Stretch,bodyweight
Overhead Triceps,bodyweight
Russian Bar Dip,bodyweight
Straight-arm plank with kick-back,bodyweight
TBS Dip,bodyweight
Bench Dips - Gethin Variation,bodyweight
Banded dip,bodyweight
Bench Dip - Gethin Variation,bodyweight
HM Chair Dip,bodyweight
Bench dip,bodyweight
Holman Step Triceps Dip,bodyweight
Holman Chair Triceps Dip,bodyweight
Bodyweight Triceps Rope Press,bodyweight
Holman Heavy Triceps Overhead Press,bodyweight
Holman Couch Triceps Dip,bodyweight
FYR2 Triceps Push-Up,bodyweight
30 Arms Triceps Dip,bodyweight
30 Arms Close-Grip Push-Up,bodyweight
30 Arms BFR Close-Grip Push-Up,bodyweight
Supine Chest Throw,medicine ball
Decline EZ-bar skullcrusher,barbell
EZ-Bar Skullcrusher,barbell
EZ-bar skullcrusher-,barbell
Lying Close-Grip Barbell Triceps Press To Chin,barbell
EZ-Bar Skullcrusher - Gethin Variation,barbell
TBS Skullcrusher,barbell
30 Arms EZ-Bar Skullcrusher,barbell
Adductor,foam roll
Air Bike,bodyweight
Alternate Heel Touchers,bodyweight
Alternating Floor Press,kettlebell
Alternating Renegade Row,kettlebell
Anti-Gravity Press,barbell
Arnold Dumbbell Press,dumbbell
Around The Worlds,dumbbell
Ball Leg Curl,exercise ball
Band Assisted Pull-Up,other
Band Good Morning,resistance band
Band Skull Crusher,resistance band
Barbell Ab Rollout,barbell
Barbell Incline Bench Press - Medium Grip,barbell
Barbell Incline Shoulder Raise,barbell
Barbell Lunge,barbell
Barbell Rear Delt Row,barbell
Barbell Rollout from Bench,barbell
Barbell Shrug Behind The Back,barbell
Barbell Step Ups,barbell
Battling Ropes,other
Bear Crawl Sled Drags,other
Bench Dips,bodyweight
Bench Jump,bodyweight
Bench Sprint,other
Bent-Arm Barbell Pullover,barbell
Bent-Arm Dumbbell Pullover,dumbbell
Bent-Knee Hip Raise,bodyweight
Bent Over Dumbbell Rear Delt Raise With Head On Bench,dumbbell
Bent Over Low-Pulley Side Lateral,cable
Bent Over One-Arm Long Bar Row,barbell
Bent Over Two-Arm Long Bar Row,barbell
Bent Over Two-Dumbbell Row,dumbbell
Bent Press,kettlebell
"Bicycling, Stationary",machine
Board Press,barbell
Body-Up,bodyweight
Body Tricep Press,bodyweight
Bodyweight Mid Row,other
Box Squat,barbell
Brachialis-SMR,foam roll
Butt Lift (Bridge),bodyweight
Cable Crunch,cable
Cable Hammer Curls - Rope Attachment,cable
Cable Incline Pushdown,cable
Cable Incline Triceps Extension,cable
Cable Iron Cross,cable
Cable Lying Triceps Extension,cable
Cable One Arm Tricep Extension,cable
Cable Preacher Curl,cable
Cable Rear Delt Fly,cable
Cable Rope Overhead Triceps Extension,cable
Cable Rope Rear-Delt Rows,cable
Cable Shrugs,cable
Calves-SMR,foam roll
Car Drivers,barbell
Chair Squat,machine
Chest And Front Of Shoulder Stretch,other
